index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
41488,404-6948843-7733968,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,XS,On the Way,0,INR,362.86,ALLAHABAD,UTTAR PRADESH,211002,IN,FALSE,Easy Ship
41493,402-0795665-8543543,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,549,PATNA,BIHAR,800014,IN,FALSE,Easy Ship
41497,403-5645059-8532332,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,747,BOBBILI,ANDHRA PRADESH,535558,IN,FALSE,Easy Ship
41502,171-3349605-3365938,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1173,bantval,KARNATAKA,574211,IN,FALSE,Easy Ship
41504,403-2644411-4912328,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,499,SABANG,WEST BENGAL,721166,IN,FALSE,Easy Ship
41505,171-5823586-5111541,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,348,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE,Easy Ship
41512,402-2977419-5084355,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,318,CHENNAI,TAMIL NADU,600008,IN,FALSE,Easy Ship
41513,171-9931488-5073136,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,452,RAJAHMUNDRY,ANDHRA PRADESH,533293,IN,FALSE,Easy Ship
41519,404-4892610-8291514,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,474,KATHUA,JAMMU & KASHMIR,184104,IN,FALSE,Easy Ship
41521,408-3419249-3461112,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,329,THANE,MAHARASHTRA,400607,IN,FALSE,Easy Ship
41522,408-3419249-3461112,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,319,THANE,MAHARASHTRA,400607,IN,FALSE,Easy Ship
41523,408-3419249-3461112,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,295,THANE,MAHARASHTRA,400607,IN,FALSE,Easy Ship
41527,406-7871605-9893903,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,469,BENGALURU,KARNATAKA,560092,IN,FALSE,Easy Ship
41532,404-3108687-8928368,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,391,Hyderabad,TELANGANA,500045,IN,FALSE,Easy Ship
41533,404-3108687-8928368,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,339,Hyderabad,TELANGANA,500045,IN,FALSE,Easy Ship
41540,404-1984436-8159550,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,615.24,DURGAPUR,WEST BENGAL,713205,IN,FALSE,Easy Ship
41544,404-5900616-3121159,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,968,Haldwani,UTTARAKHAND,263139,IN,FALSE,Easy Ship
41555,171-2275335-4908320,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,696,KOLKATA,WEST BENGAL,700023,IN,FALSE,Easy Ship
41556,171-2275335-4908320,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,2,INR,1292,KOLKATA,WEST BENGAL,700023,IN,FALSE,Easy Ship
41557,406-2521850-6481931,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,589,Calicut,KERALA,673616,IN,FALSE,Easy Ship
41558,404-7199247-7577959,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,999,AMBALA,HARYANA,133001,IN,FALSE,Easy Ship
41559,404-9690979-3778738,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,981.25,NADBAI,RAJASTHAN,321602,IN,FALSE,Easy Ship
41560,404-9690979-3778738,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,947.62,NADBAI,RAJASTHAN,321602,IN,FALSE,Easy Ship
41562,407-7219615-1244318,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,475,MUMBAI,MAHARASHTRA,400093,IN,FALSE,Easy Ship
41565,405-3775799-8233119,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,648,Niwai,RAJASTHAN,304021,IN,FALSE,Easy Ship
41573,402-4832944-3085912,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,2,INR,1292,MUMBAI,MAHARASHTRA,400077,IN,FALSE,Easy Ship
41584,408-7313120-3414739,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,648,NEW DELHI,DELHI,110064,IN,FALSE,Easy Ship
41591,405-7213182-2748350,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1233,HYDERABAD,TELANGANA,502032,IN,FALSE,Easy Ship
41596,403-0250267-0284362,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,646,RANGPO,SIKKIM,737132,IN,FALSE,Easy Ship
41599,404-8746678-2423566,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,968,NASHIK,MAHARASHTRA,422009,IN,FALSE,Easy Ship
41603,402-2364690-2767527,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,618,BHATKAL,KARNATAKA,581350,IN,FALSE,Easy Ship
41617,407-1800048-6369916,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,437.14,IGLAS,UTTAR PRADESH,202124,IN,FALSE,Easy Ship
41629,408-6071741-8941164,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,4XL,Shipped,1,INR,426,MOHAMMADABAD FARRUKHABAD DISTRICT,UTTAR PRADESH,209651,IN,FALSE,Easy Ship
41631,406-9242471-5249923,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,715,VAZHAKKALA,KERALA,682037,IN,FALSE,Easy Ship
41632,404-5850483-4309948,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,696,GURUGRAM,HARYANA,122002,IN,FALSE,Easy Ship
41636,407-8661667-7133961,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,437.14,IGLAS,UTTAR PRADESH,202124,IN,FALSE,Easy Ship
41638,408-3344944-8265110,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,499,NEW DELHI,DELHI,110084,IN,FALSE,Easy Ship
41639,408-1124612-4209125,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,955,GHAZIABAD,UTTAR PRADESH,201012,IN,FALSE,Easy Ship
41650,171-8030572-6768320,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Socks,3XL,Shipped,1,INR,377,MUMBAI,MAHARASHTRA,400053,IN,FALSE,Easy Ship
41657,407-8612155-6837103,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,329,KOLKATA,WEST BENGAL,700032,IN,FALSE,Easy Ship
41674,406-8259306-8140316,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1053,NAINITAL,UTTARAKHAND,263001,IN,FALSE,Easy Ship
41687,404-4075638-3888362,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,530,HYDERABAD,TELANGANA,500018,IN,FALSE,Easy Ship
41692,404-2864705-0961962,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,437.14,PERINTHALMANNA,KERALA,679322,IN,FALSE,Easy Ship
41695,403-5121358-0151540,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XS,Shipped,1,INR,359,KISHANGARH AJMER DISTRICT,RAJASTHAN,305817,IN,FALSE,Easy Ship
41696,403-8876373-5086735,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,968,NEW DELHI,DELHI,110053,IN,FALSE,Easy Ship
41697,402-8409798-7713923,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1281,Kochi,KERALA,682021,IN,FALSE,Easy Ship
41704,171-8491002-3058740,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,955,KOLKATA,WEST BENGAL,700084,IN,FALSE,Easy Ship
41705,406-0268913-2989939,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,413,ERAVU,KERALA,680620,IN,FALSE,Easy Ship
41707,404-1904307-1437121,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,825,GODDA,JHARKHAND,814133,IN,FALSE,Easy Ship
41709,402-9162189-5669169,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,5XL,Shipped,1,INR,469,Gurugram,HARYANA,122001,IN,FALSE,Easy Ship
41715,403-6998865-9580315,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,574,BENGALURU,KARNATAKA,560076,IN,FALSE,Easy Ship
41718,405-1954946-5176341,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,XS,On the Way,0,INR,475.24,NAGERCOIL,TAMIL NADU,629004,IN,FALSE,Easy Ship
41722,408-3179847-1283506,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,5XL,Shipped,1,INR,527,HYDERABAD,TELANGANA,500083,IN,FALSE,Easy Ship
41729,402-3462219-5609905,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,368,BHUBANESWAR,ODISHA,751010,IN,FALSE,Easy Ship
41732,408-2779985-2349929,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,INR,522.86,Kolkata,WEST BENGAL,700075,IN,FALSE,Easy Ship
41733,171-0797698-6269114,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,761,JAMMU,JAMMU & KASHMIR,180001,IN,FALSE,Easy Ship
41738,404-9533930-8666725,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,759,DHANBAD,JHARKHAND,826003,IN,FALSE,Easy Ship
41739,406-0208672-5379504,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,3XL,On the Way,0,INR,303.81,THODUPUZHA,KERALA,685584,IN,FALSE,Easy Ship
41757,406-9228341-5496315,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,499,"Mandi,",HIMACHAL PRADESH,175033,IN,FALSE,Easy Ship
41758,402-0422784-9307507,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,715,MANGATTIDAM,KERALA,670643,IN,FALSE,Easy Ship
41762,408-2082131-4543554,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,698,BENGALURU,KARNATAKA,560100,IN,FALSE,Easy Ship
41764,404-3061778-2231507,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,825,ABU ROAD,RAJASTHAN,307026,IN,FALSE,Easy Ship
41767,406-2623476-4525105,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1129,SURENDRANAGAR,Gujarat,363002,IN,FALSE,Easy Ship
41770,406-2950658-1938739,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,499,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE,Easy Ship
41771,171-3616027-2213159,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,4XL,Shipped,1,INR,527,Bambolim,GOA,403202,IN,FALSE,Easy Ship
41778,404-4128640-9001947,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,969,BENGALURU,KARNATAKA,560022,IN,FALSE,Easy Ship
41780,407-3090489-2613149,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,3XL,Shipped,1,INR,499,MUMBAI,MAHARASHTRA,400026,IN,FALSE,Easy Ship
41783,407-5786112-8929135,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,INR,522.86,PORT BLAIR,ANDAMAN & NICOBAR,744106,IN,FALSE,Easy Ship
41788,405-4488497-4891519,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,453,PUSAD MIDC,MAHARASHTRA,445204,IN,FALSE,Easy Ship
41791,171-8785077-2485144,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,379,BOKARO STEEL CITY,JHARKHAND,827001,IN,FALSE,Easy Ship
41811,403-9557304-9569961,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,365,HYDERABAD,TELANGANA,500084,IN,FALSE,Easy Ship
41822,171-0241499-6238736,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,313,BENGALURU,KARNATAKA,560070,IN,FALSE,Easy Ship
41823,171-0241499-6238736,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,322,BENGALURU,KARNATAKA,560070,IN,FALSE,Easy Ship
41830,405-3686965-5053166,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,379,PORT BLAIR,ANDAMAN & NICOBAR,744103,IN,FALSE,Easy Ship
41831,402-3024561-7684339,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,589,FARIDABAD,HARYANA,121001,IN,FALSE,Easy Ship
41840,407-9155082-5795525,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,379,SURAT,Gujarat,395002,IN,FALSE,Easy Ship
41845,407-0300617-6065924,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,471.42,RAJKOT,Gujarat,360004,IN,FALSE,Easy Ship
41848,404-4449163-3819538,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,314.29,CHENNAI,TAMIL NADU,600119,IN,FALSE,Easy Ship
41850,402-9945403-4889913,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,495,BARUIPUR,WEST BENGAL,700144,IN,FALSE,Easy Ship
41852,407-0051940-5064333,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Blazzer,M,On the Way,0,INR,680.95,CHERUTHAZHAM,KERALA,670307,IN,FALSE,Easy Ship
41853,406-4259778-3938747,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,481,GOLAGHAT,ASSAM,785621,IN,FALSE,Easy Ship
41854,403-9256454-1999517,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,530,CHENNAI,TAMIL NADU,600034,IN,FALSE,Easy Ship
41856,408-6063759-8921944,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,730,NAGPUR,MAHARASHTRA,440025,IN,FALSE,Easy Ship
41858,402-9478379-3271566,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Trousers,XXL,On the Way,0,INR,321.9,KOLKATA,WEST BENGAL,700063,IN,FALSE,Easy Ship
41861,403-2171967-7733915,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,589,LUCKNOW,UTTAR PRADESH,226002,IN,FALSE,Easy Ship
41862,404-5310473-4689937,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,495,Noida,UTTAR PRADESH,201303,IN,FALSE,Easy Ship
41863,404-5310473-4689937,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,M,Shipped,2,INR,990,Noida,UTTAR PRADESH,201303,IN,FALSE,Easy Ship
41865,408-8029737-3823513,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,646,Sullia,KARNATAKA,574327,IN,FALSE,Easy Ship
41866,404-6255262-6999558,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,563,NEW DELHI,DELHI,110084,IN,FALSE,Easy Ship
41867,407-4568389-7493937,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,387,VAPI,Gujarat,396195,IN,FALSE,Easy Ship
41871,404-0374868-7716329,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,496,PUNE,MAHARASHTRA,411038,IN,FALSE,Easy Ship
41872,407-5083212-0769149,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,426,AURANGABAD,MAHARASHTRA,431001,IN,FALSE,Easy Ship
41875,404-4569600-9121950,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,474,Nagarkurnool,TELANGANA,509209,IN,FALSE,Easy Ship
41880,408-2134272-4565118,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,589,RANCHI,JHARKHAND,834002,IN,FALSE,Easy Ship
41882,408-7963929-7367568,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,379,MUMBAI,MAHARASHTRA,400094,IN,FALSE,Easy Ship
41885,171-7663139-0223567,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,495,THIRUVANANTHAPURAM,KERALA,695006,IN,FALSE,Easy Ship
41886,171-7663139-0223567,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,495,THIRUVANANTHAPURAM,KERALA,695006,IN,FALSE,Easy Ship
41898,402-9318096-1191567,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,799,NEW DELHI,DELHI,110010,IN,FALSE,Easy Ship
41899,402-3912692-6333106,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,868.57,VRINDAVAN,UTTAR PRADESH,281121,IN,FALSE,Easy Ship
41902,171-1756786-8622725,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,293,Coimbatore I,TAMIL NADU,641001,IN,FALSE,Easy Ship
41906,171-6099677-9316300,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,683,JALPAIGURI,WEST BENGAL,735229,IN,FALSE,Easy Ship
41917,404-4831973-6438744,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,379,BENGALOORU,KARNATAKA,560061,IN,FALSE,Easy Ship
41921,402-8969818-0829959,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,622,USILAMPATTI,TAMIL NADU,625532,IN,FALSE,Easy Ship
41932,408-9985900-5709104,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,399,BAHADURGARH,HARYANA,124507,IN,FALSE,Easy Ship
41935,171-5498620-1533155,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,495,MANMAD,MAHARASHTRA,423104,IN,FALSE,Easy Ship
41936,171-5447290-1046742,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,481,CHIKKAMAGALURU,KARNATAKA,577181,IN,FALSE,Easy Ship
41951,407-9388432-3685120,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,495,RUP NAGAR,PUNJAB,140001,IN,FALSE,Easy Ship
41956,408-1944109-2811531,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,0,FEROKE,KERALA,673631,IN,FALSE,Easy Ship
41965,408-7969700-0525966,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,715,BENGALURU,KARNATAKA,560085,IN,FALSE,Easy Ship
41970,406-6483853-4636333,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,715,BENGALURU,KARNATAKA,560035,IN,FALSE,Easy Ship
41971,406-6483853-4636333,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,1099,BENGALURU,KARNATAKA,560035,IN,FALSE,Easy Ship
41978,405-8641263-3859554,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,646,Mysuru,KARNATAKA,570023,IN,FALSE,Easy Ship
41979,403-1214954-1022727,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Socks,XL,Shipped,1,INR,377,BID,MAHARASHTRA,414202,IN,FALSE,Easy Ship
41983,406-5275815-9811531,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,277,VASCO DA GAMA,GOA,403726,IN,FALSE,Easy Ship
41984,406-1993650-9848342,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,646,PILKHUWA,UTTAR PRADESH,245304,IN,FALSE,Easy Ship
41985,171-2816877-6481129,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,449,ALUR,TAMIL NADU,629801,IN,FALSE,Easy Ship
41989,404-6957388-1153936,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,799,PUNE,MAHARASHTRA,411003,IN,FALSE,Easy Ship
41994,407-8150290-9410755,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,379,SHILLONG,MEGHALAYA,793018,IN,FALSE,Easy Ship
41995,407-9491252-6604305,04-05-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,416.19,NARASAPUR mandal,ANDHRA PRADESH,534275,IN,FALSE,Easy Ship
41997,171-5818418-9192316,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,549,PATAN,Gujarat,384265,IN,FALSE,Easy Ship
42002,406-3187253-7895547,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,912,BENGALURU,KARNATAKA,560011,IN,FALSE,Easy Ship
42006,402-6939544-5985936,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Perfume,Free,Shipped,1,INR,1099,PANCHKULA,HARYANA,134112,IN,FALSE,Easy Ship
42008,403-6521835-8288323,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,379,AMRAVATI,MAHARASHTRA,444604,IN,FALSE,Easy Ship
42013,407-2140788-0074730,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,449,CHENNAI,TAMIL NADU,600019,IN,FALSE,Easy Ship
42017,408-5201940-3506731,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,761,mumbai,MAHARASHTRA,400014,IN,FALSE,Easy Ship
42018,408-3869664-3889929,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,688,MUMBAI,MAHARASHTRA,400097,IN,FALSE,Easy Ship
42019,407-1579700-5232327,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,481,New delhi,DELHI,110034,IN,FALSE,Easy Ship
42033,406-6111938-6317131,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,729,Mysore,KARNATAKA,570012,IN,FALSE,Easy Ship
42040,408-7060946-6211559,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,547,Greater Noida,UTTAR PRADESH,201306,IN,FALSE,Easy Ship
42046,402-4810866-8788321,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,1249,LUCKNOW,UTTAR PRADESH,226303,IN,FALSE,Easy Ship
42047,407-9681175-7105951,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,877,HASSAN,KARNATAKA,573201,IN,FALSE,Easy Ship
42048,407-9681175-7105951,04-05-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,618,HASSAN,KARNATAKA,573201,IN,FALSE,Easy Ship
42066,406-8446811-2005122,04-05-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,365,THANE,MAHARASHTRA,400607,IN,FALSE,Easy Ship
